"","Evenement","Organisator","Entree Ja/Nee","Editie 1","Startdatum","Einddatum","Aantal dagen","Locatie/accomodatie","Binnen of Buiten","Imago","Bezoekers","Jaar"
"1225","7WU7","NMY","gedeeltelijk gratis",1993,2017-06-23,2017-07-02,10,"Museumpark","beide","Nationaal belang/Parels",24000,2017
"1226","TZ85","KQH","betaald",2013,2017-09-21,2017-09-24,4,"Museumpark","buiten","Regionaal belang/kleinschalig",24000,2017
"1227","TDUW","DUI","gedeeltelijk gratis",2015,2017-05-20,2017-05-20,1,"Tiendplein / West Kruiskade","beide","Regionaal belang/kleinschalig",350,2017
"1228","QNW3","SH1","betaald",2009,2017-08-04,2017-08-06,3,"Vroesenpark","buiten","Regionaal belang/kleinschalig",10000,2017
"1229","3AQX","MC4","betaald",2016,2017-06-30,2017-06-30,1,"Het Nieuwe Luxor","binnen","Nationaal belang/Parels",646,2017
"1230","0BWC","WRU","gratis",2015,2017-07-20,2017-07-20,1,"Eendrachtsplein / .en anderen","beide","Regionaal belang/kleinschalig",11500,2017
"1231","5UD0","M0E","onbekend",2017,2017-07-16,2017-08-06,22,"Sparta Stadion / Het Kasteel","binnen","Internationaal belang/Iconen",NA,2017
"1232","AS9V","G0G","onbekend",2017,NA,NA,0,"Alblasstraat","binnen","Regionaal belang/kleinschalig",NA,2017
"1233","4M6Z","IWM","betaald",2016,2017-06-24,2017-06-24,1,"Route","buiten","Regionaal belang/kleinschalig",3000,2017
"1234","IZV1","G17","gedeeltelijk gratis",2017,2017-05-20,2017-09-04,108,"Centraal Station / Het Park bij de Euromast / Zuiderpark / Blaak / Museumpark / Deliplein / Vroesenpark / Grotekerkplein / Boompjeskade / Kralingse Plas","beide","Regionaal belang/kleinschalig",29450,2017
"1235","BR5T","PQ2","gedeeltelijk gratis",2014,2017-08-21,2017-08-24,4,"Het Park bij de Euromast / Kralingse Bos / Campus Erasmus Universiteit","beide","Regionaal belang/kleinschalig",2900,2017
"1236","NALV","GJ0","betaald",2015,2017-07-15,2017-07-15,1,"Kralingse Bos","beide","Regionaal belang/kleinschalig",30000,2017
"1237","6VPJ","CVB","gedeeltelijk gratis",2013,2017-09-02,2017-09-02,1,".en anderen / Route","beide","Regionaal belang/kleinschalig",500,2017
"1238","0H3I","GQY","gedeeltelijk gratis",NA,2017-03-15,2017-03-19,5,"Rotterdamse Schouwburg","binnen","Nationaal belang/Parels",7500,2017
"1239","7IP7","VUN","onbekend",2002,2017-10-27,2017-10-29,3,"LantarenVenster","binnen","Regionaal belang/kleinschalig",NA,2017
"1240","36XK","OK7","onbekend",2016,2017-08-23,2017-08-27,5,"LantarenVenster / Las Palmas","binnen","Regionaal belang/kleinschalig",6000,2017
"1241","DICT","Z8J","gratis",2017,2017-08-19,2017-08-19,1,"Parkeerterrein Schiestraat","buiten","Regionaal belang/kleinschalig",7000,2017
"1242","87RO","U8E","gratis",2015,2017-05-11,2017-05-14,4,"Vroesenpark","buiten","Regionaal belang/kleinschalig",25000,2017
"1243","4AZU","XA8","betaald",2016,2017-05-10,2017-05-10,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",5500,2017
"1244","0L9T","XA8","betaald",2014,2017-07-06,2017-07-07,2,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",1500,2017
"1245","WD6F","S2B","gedeeltelijk gratis",2008,2017-01-13,2017-01-29,17,"Rotterdamse Schouwburg / De Doelen / Centraal Station / Eendrachtsplein / LantarenVenster / Caf? Floor / Codarts / WMDC / Fenixloods / Markthal","beide","Nationaal belang/Parels",4533,2017
"1246","Q5DF","UND","gratis",2007,2017-08-01,2017-11-04,96,"Nieuwe Maas","Buiten","Nationaal belang/Parels",490,2017
"1247","FRRA","DOR","gedeeltelijk gratis",2016,2017-10-14,2017-10-14,1,"Katendrecht / Wilhelminapier","beide","Nationaal belang/Parels",1500,2017
"1248","C8FD","ABD","gedeeltelijk gratis",1998,2017-09-14,2017-09-17,4,"Schouwburgplein / De Doelen","binnen","Nationaal belang/Parels",11850,2017
"1249","J60C","GCK","gratis",2017,2017-07-14,2017-07-16,3,"Oostplein","buiten","Regionaal belang/kleinschalig",20000,2017
"1250","RL3D","EXF","gedeeltelijk gratis",2014,2017-10-08,2017-10-08,1,"RDM terrein / Onderzeebootloods / RDM Werf / Route / Waalhaven","beide","Regionaal belang/kleinschalig",10000,2017
"1251","CQGT","UYY","onbekend",2017,2017-09-16,2017-09-16,1,"Onderzeebootloods / RDM Werf","binnen","Regionaal belang/kleinschalig",NA,2017
"1252","A9BA","FMW","gratis",2001,2017-07-01,2017-07-01,1,"Wijkpark Oude Westen","buiten","Regionaal belang/kleinschalig",10000,2017
"1253","OWKV","QHL","gratis",2005,2017-09-01,2017-09-03,3,"Maritiem Museum / Leuvehaven","beide","Nationaal belang/Parels",19650,2017
"1254","PTWQ","KAE","gratis",2010,2017-12-31,2017-12-31,1,"Erasmusbrug","Buiten","Nationaal belang/Parels",60000,2017
"1255","WXU7","ZSH","gratis",2014,2017-03-12,2017-03-12,1,"Zuiderpark","buiten","Regionaal belang/kleinschalig",5000,2017
"1256","CEZ3","8RZ","betaald",2016,2017-08-11,2017-08-12,2,"Kruisplein / Wijkpark Oude Westen","buiten","Regionaal belang/kleinschalig",4000,2017
"1257","UE0Q","AQP","gedeeltelijk gratis",2017,2017-12-08,2018-01-07,31,"Het Park bij de Euromast","Buiten","Regionaal belang/kleinschalig",28000,2017
"1258","B7O0","1LH","gedeeltelijk gratis",2014,2017-10-07,2017-10-07,1,"LantarenVenster / Hotel New York / Deliplein / Theater Walhalla / Fenixloods / SS Rotterdam / Verhalenhuis Belverdere","beide","Regionaal belang/kleinschalig",990,2017
"1259","I40T","90G","gedeeltelijk gratis",1994,2017-01-25,2017-02-05,12,"Rotterdamse Schouwburg / De Doelen / Centraal Station / Cinerama / LantarenVenster / Pathe Schouwburgplein / .en anderen","beide","Internationaal belang/Iconen",314000,2017
"1260","CAD4","M0E","onbekend",2017,2017-03-10,2017-03-12,3,"Ahoy","binnen","Internationaal belang/Iconen",NA,2017
"1261","AXSM","XA8","betaald",2017,2017-07-01,2017-07-01,1,"Stadion Feijenoord / De Kuip","beide","Nationaal belang/Parels",30000,2017
"1262","8CMX","VVD","gratis",1995,2017-06-30,2017-07-02,3,"Centrum Hillegersberg / Bergse Plassen Hillegersberg","buiten","Regionaal belang/kleinschalig",20000,2017
"1263","01CU","5S1","betaald",2011,2017-08-14,2017-08-18,5,"Molenveld","buiten","Regionaal belang/kleinschalig",750,2017
"1264","L8I4","EXF","gratis",2001,2017-07-12,2017-08-02,4,"Route","route","Regionaal belang/kleinschalig",40000,2017
"1265","EV29","G0G","onbekend",2017,2017-05-20,2017-05-20,1,"Veerlaan / Fenixloods","onbekend","Regionaal belang/kleinschalig",NA,2017
"1266","AIIE","RU7","gratis",2014,2017-03-26,2017-03-26,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",125000,2017
"1267","M9PB","RRW","gratis",2017,2017-06-15,2017-06-18,4,"Het Park bij de Euromast","buiten","n.v.t.",10000,2017
"1268","WX2Y","JS5","gratis",2015,2017-06-25,2017-06-25,1,"Deliplein","buiten","Regionaal belang/kleinschalig",1500,2017
"1269","XA7I","XA8","betaald",2011,2017-04-30,2017-04-30,1,"Stadion Feijenoord / De Kuip","beide","Nationaal belang/Parels",70000,2017
"1270","08UU","KNO","gratis",2017,2017-04-27,2017-04-27,1,"Nieuwe Binnenweg","buiten","Regionaal belang/kleinschalig",25000,2017
"1271","428M","QT0","gratis",2017,2017-04-27,2017-04-27,1,"Afrikaanderplein","buiten","Regionaal belang/kleinschalig",70000,2017
"1272","4QTQ","VYA","gratis",2011,2017-04-15,2017-05-07,23,"Lloyd Multiplein","buiten","Regionaal belang/kleinschalig",12500,2017
"1273","N1H3","OOH","betaald",2014,2017-04-27,2017-04-27,1,"Kralingse Bos","buiten","Regionaal belang/kleinschalig",NA,2017
"1274","83Q0","J1P","betaald",2014,2017-04-27,2017-04-27,1,"Willemsplein","buiten","Regionaal belang/kleinschalig",6000,2017
"1275","FHEB","307","gedeeltelijk gratis",2016,2017-11-24,2017-11-24,1,"Kino Rotterdam","binnen","Nationaal belang/Parels",750,2017
"1276","U2E8","YK6","gedeeltelijk gratis",2011,2017-06-11,2017-06-11,1,"Ahoy / Zuiderpark / Route","beide","Regionaal belang/kleinschalig",7500,2017
"1277","7DHK","Z7V","gedeeltelijk gratis",2011,2017-09-10,2017-09-10,1,"Alexanderpolder","Buiten","Regionaal belang/kleinschalig",5000,2017
"1278","36E5","AL5","gratis",2017,2017-07-09,2017-08-13,6,"Museumpark","buiten","Regionaal belang/kleinschalig",5590,2017
"1279","CXW1","LKW","gedeeltelijk gratis",2015,2017-06-25,2017-06-25,1,"Entrepothaven","buiten","Nationaal belang/Parels",1000,2017
"1280","BPM1","DH5","betaald",2015,2017-06-17,2017-06-17,1,"G.J. de Jonghweg","buiten","Regionaal belang/kleinschalig",1000,2017
"1281","6V5A","I55","gratis",2017,NA,NA,NA,NA,"buiten","Regionaal belang/kleinschalig",12000,2017
"1282","EJ2O","93P","gratis",1993,2017-07-02,2017-07-02,1,"Zuiderpark","buiten","Nationaal belang/Parels",30000,2017
"1283","7EAG","31U","gratis",1994,2017-08-12,2017-08-13,2,"Zuiderpark","buiten","Regionaal belang/kleinschalig",2000,2017
"1284","6EO7","0XG","betaald",2015,2017-06-17,2017-06-17,1,"Sidelingepark","buiten","Regionaal belang/kleinschalig",NA,2017
"1285","YC2F","XA8","betaald",2016,2017-07-01,2017-07-01,1,"Stadion Feijenoord / De Kuip","beide","Nationaal belang/Parels",30000,2017
"1286","8XGS","CVB","gedeeltelijk gratis",2002,2017-04-07,2017-04-08,2,"Schouwburgplein / Rotterdamse Schouwburg / Eendrachtsplein / Rotown / Arminius / WORM / Pleintje voor Arminius","beide","Nationaal belang/Parels",8000,2017
"1287","K7GW","5GG","onbekend",2015,2017-02-23,2017-02-25,3,"Rotterdamse Schouwburg","binnen","Regionaal belang/kleinschalig",NA,2017
"1288","C1R4","SFW","betaald",2015,2017-03-04,2017-03-04,1,"Museum Boijmans Van Beuningen / Nederlands Foto Instituut / MAMA showroom / Kunsthal / Maritiem Museum / Tent / Witte de With / Chabot Museum / V2_gebouw / Wereldmuseum / WORM / Natuur Historisch Museum / .en anderen / RAAF / Belasting- en Douanemuseum / Museum Rotterdam / Aboriginal Art Gallery","beide","Nationaal belang/Parels",10000,2017
"1289","XM7U","VYA","gratis",2016,2017-10-13,2017-10-22,10,"Lloyd Multiplein","buiten","Regionaal belang/kleinschalig",12500,2017
"1290","OLSH","539","betaald",2011,2017-09-27,2017-10-01,4,"Ahoy","beide","Nationaal belang/Parels",20000,2017
"1291","SCLQ","SPY","gedeeltelijk gratis",2017,2017-09-29,2017-09-30,2,"Las Palmas","binnen","n.v.t.",5000,2017
"1292","CBLN","8DA","gratis",2017,2017-06-10,2017-06-24,15,"Nieuwe Binnenweg","buiten","Regionaal belang/kleinschalig",17500,2017
"1293","EQ05","8DA","gratis",2006,2017-06-24,2017-06-24,1,"Nieuwe Binnenweg","buiten","Regionaal belang/kleinschalig",12000,2017
"1294","J35V","08D","gedeeltelijk gratis",1995,2017-04-08,2017-04-09,2,"Coolsingel","buiten","Internationaal belang/Iconen",950000,2017
"1295","KC2R","BJQ","gedeeltelijk gratis",2006,2017-06-22,2017-07-09,18,"Centraal Station / Zuidplein / LantarenVenster / Theater 't Kapelletje / Hotel New York / Machinist / Stadspodium / Bird / Dizzy / Biergarten / Annabel","beide","Nationaal belang/Parels",91000,2017
"1296","RGC6","9FK","betaald",2007,2017-02-10,2017-02-12,3,"SS Rotterdam","binnen","Nationaal belang/Parels",8500,2017
"1297","R2QR","E5J","onbekend",2014,2017-08-25,2017-08-27,3,"Keileweg","buiten","Regionaal belang/kleinschalig",NA,2017
"1298","VDUO","RU7","gratis",2014,2017-07-16,2017-07-16,1,"Stadion Feijenoord / De Kuip","beide","Regionaal belang/kleinschalig",5000,2017
"1299","EWF2","YPT","gratis",1995,2017-09-07,2017-09-10,4,"Arminius","Binnen en Buiten","Onbekend",30000,2017
"1300","YWIX","CZK","gedeeltelijk gratis",2011,2017-05-12,2017-05-21,10,"Schouwburgplein / Rotterdamse Schouwburg / De Doelen / Luxor (nieuw) / Centraal Station / Wilhelminapier / Luxor Theater (oud) / WORM / De Gouvernestraat / LP2 / .en anderen","beide","Nationaal belang/Parels",19500,2017
"1301","1MN8","RHE","betaald",2013,2017-04-27,2017-04-27,1,"Het Park bij de Euromast","buiten","Regionaal belang/kleinschalig",12000,2017
"1302","IFHR","HS9","gratis",2013,2017-08-20,2017-08-20,1,"Oude Haven","buiten","Regionaal belang/kleinschalig",8000,2017
"1303","CX4T","WQY","gratis",2002,2017-08-26,2017-08-26,1,"Veerhaven","buiten","Nationaal belang/Parels",6000,2017
"1304","JFH2","YEP","onbekend",2015,2017-04-22,2017-04-22,1,"Ahoy","binnen","Regionaal belang/kleinschalig",NA,2017
"1305","O51L","IMH","gedeeltelijk gratis",2014,2017-04-07,2017-11-30,96,".en anderen / Route","beide","Regionaal belang/kleinschalig",1506,2017
"1306","H6HV","PAO","betaald",2016,2017-07-08,2017-07-08,1,"Erasmusbrug / Rozentuin Museumpark / Boulevard Nesselande / Kralingse Plas / Roel Langerakpark","buiten","Regionaal belang/kleinschalig",5000,2017
"1307","AVJT","8RZ","betaald",2016,NA,NA,NA,NA,"buiten","Regionaal belang/kleinschalig",9000,2017
"1308","T4FZ","MST","onbekend",1995,2017-06-16,2017-06-17,2,"Pelgrimvaderskerk / Delfshaven / Piet Heynsplein","beide","Regionaal belang/kleinschalig",NA,2017
"1309","6X9C","XXT","gedeeltelijk gratis",2017,2017-06-16,2017-06-18,3,".en anderen / Pelgrimvaderskerk / Delfshaven / Piet Heynsplein","beide","Regionaal belang/kleinschalig",1120,2017
"1310","K2EO","GY1","betaald",1996,2017-08-16,2017-08-31,16,"Museumpark","buiten","Regionaal belang/kleinschalig",27000,2017
"1311","IWCS","7OG","onbekend",1994,2017-05-30,2017-06-03,5,"Ro Theater / Rotterdamse Schouwburg","binnen","Nationaal belang/Parels",NA,2017
"1312","7YV7","NS7","onbekend",2013,2017-07-07,2017-07-09,3,"Ahoy","binnen","Internationaal belang/Iconen",NA,2017
"1313","I23L","FVU","gratis",2015,2017-06-04,2017-06-05,2,"Kralingse Bos / Rotterdamsche Manege","beide","Nationaal belang/Parels",45000,2017
"1314","KFHJ","Z8J","betaald",2016,2017-11-01,2017-11-05,5,"Biergarten / Diverse locaties in het centrum","beide","Nationaal belang/Parels",5385,2017
"1315","HDYM","O07","gedeeltelijk gratis",2017,2017-07-30,2017-07-30,1,"Het Park bij de Euromast","buiten","Regionaal belang/kleinschalig",15000,2017
"1316","WF8W","KHE","gratis",2017,2017-06-07,2017-07-25,10,"Postkantoor Coolsingel","binnen","Regionaal belang/kleinschalig",800,2017
"1317","T5M2","8B1","gratis",2012,2017-05-19,2017-05-20,2,"Katendrecht","beide","Nationaal belang/Parels",4900,2017
"1318","KF3I","FEW","gratis",2004,2017-06-05,2017-06-05,1,"Route","route","Nationaal belang/Parels",30000,2017
"1319","I3ZF","QK3","gratis",2012,2017-06-23,2017-06-25,3,"Pijnackerplein","buiten","Nationaal belang/Parels",10000,2017
"1320","109V","291","gedeeltelijk gratis",2017,2017-06-25,2017-06-25,1,"Route","route","Regionaal belang/kleinschalig",20000,2017
"1321","LF77","DK7","gedeeltelijk gratis",2000,2017-01-27,2017-01-29,3,"Diergaarde Blijdorp / .en anderen / Campus Erasmus Universiteit","beide","Nationaal belang/Parels",15000,2017
"1322","TEDZ","H14","gedeeltelijk gratis",2012,2017-02-08,2017-02-12,5,"World Trade Center","binnen","Nationaal belang/Parels",7865,2017
"1323","DMCB","ZHZ","gedeeltelijk gratis",2014,2017-09-21,2017-09-24,4,"Schouwburgplein / .en anderen","beide","Regionaal belang/kleinschalig",33000,2017
"1324","P9I3","YXZ","betaald",2016,2017-08-19,2017-08-19,1,"Lloyd Multiplein","buiten","Regionaal belang/kleinschalig",10000,2017
"1325","YFGM","5HO","gratis",2012,2017-09-09,2017-09-10,2,"Schouwburgplein / Kruisplein / Stationsplein / Joost Banckertsplaats","beide","Nationaal belang/Parels",5000,2017
"1326","HFSA","4V3","gedeeltelijk gratis",2013,2017-07-25,2017-07-29,5,"Coolsingel / Hofplein / Bird / Route door de binnenstad","beide","Internationaal belang/Iconen",488240,2017
"1327","3FUC","7V2","betaald",2017,2017-06-16,2017-06-18,3,"Ahoy","binnen","Regionaal belang/kleinschalig",20000,2017
"1328","35HM","LKW","betaald",2016,2017-05-07,2017-05-07,1,".en anderen / Route / Museumpark","beide","Regionaal belang/kleinschalig",5000,2017
"1329","TX3L","PYD","gratis",2000,2017-07-15,2017-07-15,1,"Stadspodium / Grotekerkplein","buiten","Regionaal belang/kleinschalig",5000,2017
"1330","9VAU","IUP","gedeeltelijk gratis",2017,2017-02-09,2017-02-12,4,"Deliplein","beide","Nationaal belang/Parels",5000,2017
"1331","9P30","S7Z","onbekend",2016,2017-05-19,2017-05-20,2,"LantarenVenster","onbekend","Regionaal belang/kleinschalig",NA,2017
"1332","R2QN","SFF","betaald",2015,2017-06-09,2017-06-11,3,".en anderen","buiten","Nationaal belang/Parels",15000,2017
"1333","8PO8","WAM","gedeeltelijk gratis",2013,2017-11-03,2017-11-12,10,"Rotown / WORM / Bird / .en anderen / Annabel","beide","Regionaal belang/kleinschalig",25000,2017
"1334","0EVM","OHM","gedeeltelijk gratis",2009,2017-05-24,2017-05-28,5,"Noordplein","beide","Regionaal belang/kleinschalig",8000,2017
"1335","1ZQW","GCK","gratis",2017,2017-10-06,2017-10-08,3,"Kralingse Bos","buiten","Regionaal belang/kleinschalig",5000,2017
"1336","US5O","GCK","gratis",2017,2017-06-09,2017-06-11,3,"Noordplein","buiten","Regionaal belang/kleinschalig",5000,2017
"1337","GU9A","B6A","gratis",2016,2017-06-25,2017-06-25,1,"Zuiderpark","buiten","Regionaal belang/kleinschalig",20000,2017
"1338","BFHR","TPV","betaald",2017,2017-05-26,2017-05-28,3,"Dak van de Hofbogen","buiten","Regionaal belang/kleinschalig",7000,2017
"1339","G3DU","7XX","betaald",2014,2017-04-27,2017-04-27,1,"Plein 1940","buiten","Regionaal belang/kleinschalig",6000,2017
"1340","IHNN","M66","gratis",2002,2017-06-24,2017-06-24,1,"Heemraadsplein","buiten","Regionaal belang/kleinschalig",1000,2017
"1341","MWK1","G0G","onbekend",2017,2017-03-04,2017-03-04,1,"Onderzeebootloods / RDM Werf","binnen","Regionaal belang/kleinschalig",NA,2017
"1342","72XA","61G","gratis",2017,2017-07-02,2017-07-02,1,"Leuvehaven","buiten","Nationaal belang/Parels",1250,2017
"1343","8WGD","1IP","gratis",2002,2017-11-18,2017-11-18,1,"Willemsplein / Grote Kerkplein","Route","Nationaal belang/Parels",22000,2017
"1344","9FKP","R3T","gedeeltelijk gratis",2007,2017-04-10,2017-04-16,7,"LantarenVenster / Wilhelminapier / Codarts / Deliplein / LP2","beide","Nationaal belang/Parels",12880,2017
"1345","R1F5","RCZ","gedeeltelijk gratis",2017,2017-06-10,2017-06-10,1,"De Doelen","binnen","Nationaal belang/Parels",3000,2017
"1346","U0CN","SJB","betaald",2015,2017-04-06,2017-04-08,3,"Cinerama","beide","Nationaal belang/Parels",2500,2017
"1347","MXQL","C29","gedeeltelijk gratis",2015,2017-05-26,2017-05-28,3,"Lijnbaan / Centraal Station / Coolsingel / Beursplein / Binnenwegplein / Stadhuisplein / Grotekerkplein / Pannekoekstraat / Markthal / Hoogstraat","route","Regionaal belang/kleinschalig",50000,2017
"1348","HZS4","09K","gratis",2011,2017-05-21,2017-09-30,51,"Stadspodium / Grote Kerkplein","buiten","Regionaal belang/kleinschalig",23100,2017
"1349","EZZT","V6N","gratis",2011,2017-05-25,2017-05-25,1,"Hoek van Holland strand","buiten","Regionaal belang/kleinschalig",120000,2017
"1350","UE32","BZV","onbekend",2012,2017-02-16,2017-02-16,1,".en anderen","onbekend","Regionaal belang/kleinschalig",NA,2017
"1351","H7DK","8RZ","betaald",2012,2017-01-22,2017-12-10,12,"Van Nellefabriek / Museumpark","beide","Regionaal belang/kleinschalig",4000,2017
"1352","RCKQ","2ZF","gratis",2016,2017-04-27,2017-04-27,1,"Spinozapark","buiten","Regionaal belang/kleinschalig",1500,2017
"1353","Z272","XHQ","gedeeltelijk gratis",2014,2017-02-08,2017-02-12,5,"Witte de Withstraat / WORM","beide","Regionaal belang/kleinschalig",7275,2017
"1354","9Y1C","EF3","betaald",2016,2017-09-01,2017-09-03,3,"Wijkpark Oude Westen","buiten","Regionaal belang/kleinschalig",2000,2017
"1355","IU3S","29K","gedeeltelijk gratis",2016,2017-06-09,2017-06-11,3,"Willemsplein","buiten","Regionaal belang/kleinschalig",6000,2017
"1356","YRJ8","CAU","gedeeltelijk gratis",2017,2017-06-01,2017-08-27,88,"Tent","binnen","Internationaal belang/Iconen",10000,2017
"1357","IIRT","IIJ","betaald",2015,2017-06-03,2017-06-03,1,"Parkeerterrein Ahoy","buiten","Nationaal belang/Parels",45000,2017
"1358","VESD","G0G","onbekend",2017,NA,NA,0,"Alblasstraat","binnen","Regionaal belang/kleinschalig",NA,2017
"1359","OHOS","CMV","betaald",2015,2017-05-20,2017-05-20,1,"Neptunus Baseball Stadion / Roel Langerakpark","buiten","Regionaal belang/kleinschalig",12500,2017
"1360","O7X2","CMV","betaald",2017,2017-11-18,2017-11-18,1,"RDM terrein / Onderzeebootloods / RDM Werf","beide","Regionaal belang/kleinschalig",7000,2017
"1361","IZU1","I55","gratis",2017,2017-09-03,2017-09-03,1,"Zuiderpark","buiten","Regionaal belang/kleinschalig",1500,2017
"1362","GUSQ","0XG","betaald",2016,2017-07-22,2017-07-22,1,"Sidelingepark","buiten","Regionaal belang/kleinschalig",20000,2017
"1363","CWJV","4CN","betaald",2004,2017-06-10,2017-06-11,2,"Tuinen Rotterdam / Route","buiten","Regionaal belang/kleinschalig",3100,2017
"1364","7LUP","7BY","gedeeltelijk gratis",2015,2017-07-09,2017-07-09,1,"Kruisplein / Wijkpark Oude Westen","buiten","Regionaal belang/kleinschalig",2000,2017
